,race,subrace,section,content,race FR,subrace FR,section FR,content FR,
74,halfling,Mark of Hospitality,Ever Hospitable,"When you make a Charisma (Persuasion) check or an ability check involving brewer's supplies or cook's utensils, you can roll a d4 and add the number rolled to the ability check.",Halfling,Marque d'hospitalité,Toujours hospitalier,"Lorsque vous effectuez un test de Charisme (Persuasion) ou un test de capacité impliquant des fournitures de brasseur ou des ustensiles de cuisine, vous pouvez lancer un d4 et ajouter le nombre obtenu au test de capacité.",
75,halfling,Mark of Hospitality,Innkeeper's Magic,"You know the Prestidigitation cantrip. You can also cast the Purify Food and Drink and Unseen Servant spells with this trait. Once you cast either spell with this trait, you can't cast that spell with it again until you finish long rest. Charisma is your spellcasting ability for these spells.",Halfling,Marque d'hospitalité,Magie de l'aubergiste,"Vous connaissez le sort de Prestidigitation. Vous pouvez également lancer les sorts Purification de nourriture et de boisson et Serviteur invisible avec ce trait. Une fois que vous avez lancé l'un ou l'autre sort avec ce trait, vous ne pouvez plus le lancer à nouveau avant d'avoir terminé votre repos long. Le Charisme est votre capacité à lancer ces sorts.",
76,halfling,Lotusden Halflings,Ability Score Increase,Your Wisdom score increases by 1.,Halfling,Halflings de Lotusden,Augmentation du score de capacité,Votre score de Sagesse augmente de 1.,
77,halfling,Lotusden Halflings,Age,A halfling reaches adulthood at the age of 20 and generally lives into the middle of his or her second century.,Halfling,Halflings de Lotusden,Âge,Un halfling atteint l'âge adulte à l'âge de 20 ans et vit généralement jusqu'au milieu de son deuxième siècle.,
78,halfling,Lotusden Halflings,Alignment,"Most halflings are lawful good. As a rule, they are good-hearted and kind, hate to see others in pain, and have no tolerance for oppression. They are also very orderly and traditional, leaning heavily on the support of their community and the comfort of their old ways.",Halfling,Halflings de Lotusden,Alignement,"La plupart des halfelins sont loyaux bons. En règle générale, ils sont bons et gentils, détestent voir les autres souffrir et ne tolèrent pas l'oppression. Ils sont également très ordonnés et traditionnels, s'appuyant largement sur le soutien de leur communauté et le confort de leurs anciennes habitudes.",
79,halfling,Lotusden Halflings,Size,Halflings average about 3 feet tall and weigh about 40 pounds. Your size is Small.,Halfling,Halflings de Lotusden,Taille,Les halfelins mesurent en moyenne 90 cm de haut et pèsent environ 18 kg. Votre taille est S.,
80,halfling,Lotusden Halflings,Speed,Your base walking speed is 25 feet.,Halfling,Halflings de Lotusden,Vitesse,Votre vitesse de marche de base est de 25 pieds.,
81,halfling,Lotusden Halflings,Lucky,"When you roll a 1 on the d20 for an attack roll, ability check, or saving throw, you can reroll the die and must use the new roll.",Halfling,Halflings de Lotusden,Chanceux,"Lorsque vous obtenez un 1 sur le d20 pour un jet d'attaque, un test de caractéristique ou un jet de sauvegarde, vous pouvez relancer le dé et devez utiliser le nouveau jet.",
82,halfling,Lotusden Halflings,Brave,You have advantage on saving throws against being frightened.,Halfling,Halflings de Lotusden,Courageux,Vous avez un avantage aux jets de sauvegarde contre la peur.,
83,halfling,Lotusden Halflings,Halfling Nimbleness,You can move through the space of any creature that is of a size larger than yours.,Halfling,Halflings de Lotusden,Agilité des Halflings,Vous pouvez vous déplacer dans l'espace de n'importe quelle créature d'une taille supérieure à la vôtre.,
84,halfling,Lotusden Halflings,Languages,"You can speak, read, and write Common and Halfling. The Halfling language isn’t secret, but halflings are loath to share it with others. They write very little, so they don’t have a rich body of literature. Their oral tradition, however, is very strong. Almost all halflings speak Common to converse with the people in whose lands they dwell or through which they are traveling.",Halfling,Halflings de Lotusden,Langues,"Vous pouvez parler, lire et écrire le commun et le halfling. La langue des halflings n’est pas secrète, mais les halflings sont réticents à la partager avec les autres. Ils écrivent très peu, ce qui fait qu’ils ne possèdent pas un corpus littéraire riche. Leur tradition orale, en revanche, est très forte. Presque tous les halflings parlent le commun pour converser avec les peuples sur les terres desquels ils vivent ou qu’ils traversent.",
85,halfling,Lotusden Halflings,Naturally Stealthy,You can attempt to hide even when you are obscured only by a creature that is at least one size larger than you.,Halfling,Halflings de Lotusden,Naturellement furtif,Vous pouvez tenter de vous cacher même lorsque vous n'êtes masqué que par une créature qui est au moins une taille plus grande que vous.,
86,halfling,Lotusden Halflings,Stout Resilience,"You have advantage on saving throws against poison, and you have resistance against poison damage.",Halfling,Halflings de Lotusden,Une résilience robuste,Vous avez un avantage aux jets de sauvegarde contre le poison et vous avez une résistance aux dégâts du poison.,
87,halfling,Lotusden Halflings,Silent Speech,You can speak telepathically to any creature within 30 feet of you. The creature understands you only if the two of you share a language. You can speak telepathically in this way to one creature at a time.,Halfling,Halflings de Lotusden,Discours silencieux,Vous pouvez parler par télépathie à n'importe quelle créature située à moins de 9 mètres de vous. La créature ne vous comprend que si vous parlez tous les deux la même langue. Vous pouvez ainsi parler par télépathie à une seule créature à la fois.,
88,halfling,Lotusden Halflings,Medical Intuition,"When you make a Wisdom (Medicine) check or an ability check using an herbalism kit, you can roll a d4 and add the number rolled to the ability check.",Halfling,Halflings de Lotusden,Intuition médicale,"Lorsque vous effectuez un test de Sagesse (Médecine) ou un test de caractéristique en utilisant un kit d'herboristerie, vous pouvez lancer un d4 et ajouter le nombre obtenu au test de caractéristique.",
89,halfling,Lotusden Halflings,Healing Touch,"You can cast the Cure Wounds spell with this trait. Starting at 3rd level, you can also cast Lesser Restoration with it. Once you cast either spell with this trait, you can't cast that spell with it again until you finish a long rest. Wisdom is your spellcasting ability for these spells.",Halfling,Halflings de Lotusden,Toucher guérisseur,"Vous pouvez lancer le sort Guérison des blessures avec ce trait. À partir du niveau 3, vous pouvez également lancer Restauration mineure avec ce trait. Une fois que vous avez lancé l'un ou l'autre des sorts avec ce trait, vous ne pouvez plus lancer ce sort avec lui avant d'avoir terminé un repos long. La Sagesse est votre capacité à lancer ces sorts.",
90,halfling,Lotusden Halflings,Spells of the Mark,"If you have the Spell casting or the Pact Magic class feature, the spells on the Mark of Hospitality Spells table are added to the spell list of your spellcasting class.",Halfling,Halflings de Lotusden,Sorts de la Marque,"Si vous possédez la fonction de classe Lancer de sorts ou Magie des pactes, les sorts du tableau des sorts de la Marque d'hospitalité sont ajoutés à la liste des sorts de votre classe de lanceur de sorts.",
91,halfling,Lotusden Halflings,,"
Spell Level
Spells


1st
Goodberry, Sleep


2nd
Aid, Calm Emotions


3rd
Create Food and Water, Leomund's Tiny Hut


4th
Aura of Purity, Mordenkainen's Private Sanctum


5th
Hallow

",Halfling,Halflings de Lotusden,,"Niveau de sort
Sorts

1er
Bonbon, Sommeil

2e
Aide, Calme des émotions

3e
Création de nourriture et d'eau, Petite cabane de Leomund

4e
Aura de pureté, Sanctuaire privé de Mordenkainen

5e
Sanctuarisation",
92,halfling,Lotusden Halflings,Ever Hospitable,"When you make a Charisma (Persuasion) check or an ability check involving brewer's supplies or cook's utensils, you can roll a d4 and add the number rolled to the ability check.",Halfling,Halflings de Lotusden,Toujours hospitalier,"Lorsque vous effectuez un test de Charisme (Persuasion) ou un test de capacité impliquant des fournitures de brasseur ou des ustensiles de cuisine, vous pouvez lancer un d4 et ajouter le nombre obtenu au test de capacité.",
93,halfling,Lotusden Halflings,Innkeeper's Magic,"You know the Prestidigitation cantrip. You can also cast the Purify Food and Drink and Unseen Servant spells with this trait. Once you cast either spell with this trait, you can't cast that spell with it again until you finish long rest. Charisma is your spellcasting ability for these spells.",Halfling,Halflings de Lotusden,Magie de l'aubergiste,"Vous connaissez le sort de Prestidigitation. Vous pouvez également lancer les sorts Purification de nourriture et de boisson et Serviteur invisible avec ce trait. Une fois que vous avez lancé l'un ou l'autre sort avec ce trait, vous ne pouvez plus le lancer à nouveau avant d'avoir terminé votre repos long. Le Charisme est votre capacité à lancer ces sorts.",
94,halfling,Lotusden Halflings,Child of the Wood,"You know the Druidcraft cantrip. When you reach 3rd level, you can cast the Entangle spell once with this trait and regain the ability to do so when you finish a long rest. When you reach 5th level, you can cast the Spike Growth spell once with this trait and regain the ability to do so when you finish a long rest. Casting these spells with this trait doesn't require material components. Wisdom is your spellcasting ability for these spells.",Halfling,Halflings de Lotusden,Enfant des bois,"Vous connaissez le sort druidisme. Lorsque vous atteignez le niveau 3, vous pouvez lancer le sort Enchevêtrement une fois avec ce trait et regagner la capacité de le faire lorsque vous terminez un repos long. Lorsque vous atteignez le niveau 5, vous pouvez lancer le sort Croissance rapide une fois avec ce trait et regagner la capacité de le faire lorsque vous terminez un repos long. Lancer ces sorts avec ce trait ne nécessite pas de composants matériels. La Sagesse est votre capacité de lancer de sorts pour ces sorts.",
95,halfling,Lotusden Halflings,Timberwalk,"Ability checks made to track you have disadvantage, and you can move across difficult terrain made of nonmagical plants and undergrowth without expending extra movement.",Halfling,Halflings de Lotusden,Promenade en bois,"Les tests de capacité effectués pour vous suivre présentent un désavantage, et vous pouvez vous déplacer sur un terrain difficile composé de plantes non magiques et de sous-bois sans dépenser de mouvement supplémentaire.",
0,harengon,harengon,Ability Score Increase,"One ability score of your choice increases by 2, and one other ability score of your choice increases by 1, or three ability scores of your choice increase by 1.",harengon,harengon,Augmentation du score de capacité,"Une valeur de capacité de votre choix augmente de 2, et une autre valeur de capacité de votre choix augmente de 1, ou trois valeurs de capacité de votre choix augmentent de 1.",
